CODIGO_RNT,ESTADO_RNT,RAZON_SOCIAL_ESTABLECIMIENTO
74769,ACTIVO,CASA ZAIDA HOSTAL VINTAGE
75169,ACTIVO,INVERSIONES TORRES BARLIZA S.A.S
75170,ACTIVO,YURICA  PALMEZANO IBARRA
75697,ACTIVO,PUJURU TRAVEL
76070,ACTIVO,HOTEL LA VIEJA SARA RIOHACHA
77057,ACTIVO,AVENTUROUS S.A.S
77313,ACTIVO,AMISTAD HOSTAL Y RESTAURANTE
77533,ACTIVO,NUEVE UNO HOSTEL
78518,ACTIVO,PATROL TOURING
78881,ACTIVO,ALOJAMIENTO LA MARINA
79074,ACTIVO,SUMAJ FEELING TOURS
79521,ACTIVO,HOTEL SAN BERNARDO SAS
79848,ACTIVO,LAPU HOTEL RESTAURANTE BAR
79849,ACTIVO,MAR INN HOTEL
81034,ACTIVO,HOSTAL SUMAIWA
81228,ACTIVO,LEDIS ELENA ESCOBAR GIRON
81998,ACTIVO,CARIBE TOURS COLOMBIA
82335,ACTIVO,HOTEL LOS REMEDIOS TOURS
82720,ACTIVO,HOSTAL MI GUAJIRA
82723,ACTIVO,HOTEL GUAIRA
82961,ACTIVO,HOSTAL DON BIGOTE
84139,ACTIVO,EKIPUJANA TRAVELS TOURS
84211,ACTIVO,UNITRANSCO S.A.
84571,ACTIVO,AVIATUR RIOHACHA
84572,ACTIVO,HOTEL EL EJECUTIVO II
85020,ACTIVO,"GUAJIRA KITESURF SCHOOLS, BEACH CLUBS AND HOSTALS"
85023,ACTIVO,MACANAL RESTAURANTE
85024,ACTIVO,HOSTAL KITE
85173,ACTIVO,HOTEL LAS VEGAS
85174,ACTIVO,HOTEL LA MAKUIRA
85175,ACTIVO,HOTEL MIRAFLORES RB
85454,ACTIVO,HOTEL YUMBREL
85456,ACTIVO,ROELIMAR
86433,ACTIVO,GRUPO ALIANZA COLOMBIA WAYIRA
86481,ACTIVO,ELIMELEC TOURS GUAJIRA
87190,ACTIVO,HOTEL TUNEBO INN
88259,ACTIVO,HOTEL MACAL PLAZA
89710,ACTIVO,CASA LALLEMAND
89711,ACTIVO,CASTILLO DEL MAR
89881,ACTIVO,PERLAGUANEQUE SAS ZOMAC
90567,ACTIVO,REX RIOHACHA
91549,ACTIVO,CAMPING ECOTURISTICO LA CONSENTIDA
91552,ACTIVO,ECO TOUR GUAJIRA
91553,ACTIVO,TARDE DE RANCHERIA LA PLAZOLETA
91557,ACTIVO,RANCHERIA ETNOTURISTICA JASAY MULAAT
91949,ACTIVO,HOTEL CASA GRANDE RIOHACHA INN
92946,ACTIVO,OPERADOR TURISTICO KNOWING THE WORLD
92947,ACTIVO,ECOTRAVEL GUAJIRA
92964,ACTIVO,RANCHERIA ETNOTURISTICA LOMA FRESCA
92966,ACTIVO,FATIMA REAL APARTAHOTEL
94041,ACTIVO,FUNDACION EMPRENDER AKUMAJAA EN TURISMO
94048,ACTIVO,WAYUU GUIDES ECOTOURS TOKOKO
94049,ACTIVO,INSPIRA GUAJIRA TRAVEL
94059,ACTIVO,AGENCIA DE TURISMO EL FLAMENCO
94584,ACTIVO,NORELYS  URIANA GONZALEZ
94586,ACTIVO,GUAJIRA TOURS LIMITADA OPERADORES
94827,ACTIVO,BEIBER JOSE MORA LOPEZ
94828,ACTIVO,LILA SABRINA LEONEL CANEDO
94829,ACTIVO,YOLANDA  CANO VARGAS
94830,ACTIVO,ALINDA LEE MOSCOTE MELO
94831,ACTIVO,MARIA LAURA PIMIENTA RODRIGUEZ
94833,ACTIVO,SOLANGEL  MANJARRES LOPEZ
94837,ACTIVO,ANDREA CAROLINA CAMARGO DELUQUEZ
94838,ACTIVO,FORERO BARRERA PAOLA ANDREA
94839,ACTIVO,YAIR MANUEL CAMARGO GUILLEN
94841,ACTIVO,RAGUIS MOISES MENDOZA CALDERON
94844,ACTIVO,SHAROM JULIANA GARCIA BUENO
94848,ACTIVO,ROSALBA NORAIMA RAMIREZ ALMAZO
95086,ACTIVO,HOTEL PRESIDENT
96127,ACTIVO,ALIUUKA TOURS AGENCIA DE VIAJES
96798,ACTIVO,KAYMMA TOURS
96799,ACTIVO,INSPIRA COLOMBIA RIOHACHA
96803,ACTIVO,AVENTURISMO
97383,ACTIVO,AGENCIA OPERADORA DE TURISMO KAS POLUIN
97645,ACTIVO,SHILIWALA EXPEDICIONES AGENCIA DE VIAJES
97646,ACTIVO,COLIBRI ANTEADO OPERADORA TURISTICA
97647,ACTIVO,ROSADO GOMEZ ANDERSSON JHOVANY
97649,ACTIVO,TOCUYO BIRDING
97733,ACTIVO,KAYMMA TOURS
98130,ACTIVO,CARIBBEAN WATERSPORTS
98625,ACTIVO,VIAJA GUAJIRA
98629,ACTIVO,WAJIRA AKUA TOUR
98630,ACTIVO,JULIO CESAR PEREZ PATERNINA
98636,ACTIVO,CENTRAL NACIONAL DE COMPRAS FRUTAS DE VERANO S.A.S.
99348,ACTIVO,WILRO EXPRESS
99350,ACTIVO,ALMA GUAJIRA
99351,ACTIVO,HOTEL LA SIERRA RIOHACHA 2
99566,ACTIVO,NUEVO HORIZONTE DE LA NEVADA
99759,ACTIVO,HOTEL MAJAYURA SOL S.A.S.
100067,ACTIVO,PLAYA PERDIDA
100405,ACTIVO,AGENCIA DE VIAJES DISCOVERY FAMILY
100407,ACTIVO,SUCHIIMMA TOURS DINA INES ESTUPINAN SOLANO
100408,ACTIVO,COLOMBIA TOURS 97
101541,ACTIVO,GUAJIRA CASA DEL MAR HOTEL BOUTIQUE
102519,ACTIVO,HOTEL BRISAS DEL NARE
102729,ACTIVO,TRANSPORTES UNITURS LTDA.
102733,ACTIVO,ALIANZA FIEL WAYIRA
102734,ACTIVO,COLIBRI VIAJES
102735,ACTIVO,WAYUUCO BEACH
102737,ACTIVO,SUMAJ TOURS
103127,ACTIVO,MANEJO ESCOLAR
103213,ACTIVO,CASA ANCHA HOSTAL
