"v.1.","v.2.","v.3.","v.4.","v.5."
0.0312222206711932,0.498811050129108,0.00848728744903682,0.487251774255481,0.472622357325349
0.034131165703094,0.498811050129108,0.0036011700512916,0.48142299894902,0.472622357325349
0.0288627034521679,0.498811050129108,0.0036011700512916,0.481455429792893,0.460848279101737
0.0288627034521679,0.498811050129108,0.0036011700512916,0.481455429792893,0.460848279101737
0.0334128488289068,0.498811050129108,0.0036011700512916,0.46854481142597,0.454349292230512
0.0334128488289068,0.498811050129108,0.0032022892152898,0.498813098748343,0.454349292230512
0.0398851050400974,0.517609295251874,0.0032022892152898,0.556552688788675,0.454349292230512
0.0398851050400974,0.521480132968377,0.0032022892152898,0.528770557410599,0.36683982238847
0.0373418362471909,0.521480132968377,0.0032022892152898,0.556324723638719,0.36683982238847
0.0373418362471909,0.541555521737531,0.0032022892152898,0.556324723638719,0.375791787961347
0.0373418362471909,0.539810733413736,0.0032022892152898,0.555191012094997,0.375791787961347
0.0323503286017304,0.510761210345744,0.0032022892152898,0.555191012094997,0.375791787961347
0.0323503286017304,0.511314777650455,0.0032022892152898,0.5553390769228,0.375791787961347
0.0328796231848815,0.511314777650455,0.0032022892152898,0.584723060480921,0.375791787961347
0.0318434474808703,0.511314777650455,0.00331259875333746,0.584723060480921,0.33537249041136
0.038467978589553,0.511314777650455,0.00331259875333746,0.577235682074586,0.33537249041136
0.0482819759334729,0.511314777650455,0.00388240562929143,0.577235682074586,0.291694458395657
0.0541521347428277,0.511985280634272,0.00388240562929143,0.577235682074586,0.23440062911363
0.0609587880828129,0.507971723960759,0.00388240562929143,0.569092252837303,0.23440062911363
0.0608084738822724,0.503333257327869,0.00388240562929143,0.565175959573801,0.253514473383171
0.0608084738822724,0.503333257327869,0.00388240562929143,0.59894261232655,0.283060674510701
0.0577342828107189,0.503333257327869,0.00388240562929143,0.661725864583072,0.283060674510701
0.0556029986250898,0.503333257327869,0.00388240562929143,0.661725864583072,0.257862125687651
0.0556029986250898,0.503333257327869,0.00388240562929143,0.661725864583072,0.25634197320773
0.0513670748016162,0.510226159638579,0.00388240562929143,0.663317780910678,0.207533574944834
0.0513670748016162,0.523952637594037,0.00388240562929143,0.610282490377685,0.156223076340694
0.0625482124459875,0.50111155132481,0.00502592096149964,0.601212718432889,0.126085071072081
0.065203820990225,0.486087755703433,0.00502592096149964,0.601212718432889,0.132660089459185
0.065203820990225,0.486409938615958,0.00502592096149964,0.60944420281193,0.132660089459185
0.065203820990225,0.486409938615958,0.00502592096149964,0.623314014841095,0.132660089459185
0.065203820990225,0.473769959803132,0.00502592096149964,0.62329682748809,0.132660089459185
0.065203820990225,0.473769959803132,0.00502592096149964,0.62329682748809,0.148656826881128
0.0672899183297787,0.473769959803132,0.00502592096149964,0.646268273911697,0.148656826881128
0.0667686214193486,0.473769959803132,0.00502592096149964,0.646268273911697,0.148656826881128
0.067782863251053,0.473769959803132,0.00502592096149964,0.646268273911697,0.148656826881128
0.0676460447180742,0.473769959803132,0.00502592096149964,0.613062078713884,0.148656826881128
0.0693208231262624,0.487260710127107,0.00502592096149964,0.590296128196308,0.148656826881128
0.0577420230873604,0.487260710127107,0.00502592096149964,0.590296128196308,0.148656826881128
0.057010514851009,0.487260710127107,0.00502592096149964,0.590296128196308,0.148656826881128
0.057010514851009,0.49546772672173,0.00502592096149964,0.571304241447174,0.166663993096639
0.0529956371246176,0.49546772672173,0.00502592096149964,0.530035750037524,0.154256683012003
0.0529956371246176,0.49546772672173,0.00502592096149964,0.530035750037524,0.154256683012003
0.0529956371246176,0.477386444508375,0.00502592096149964,0.530035750037524,0.154256683012003
0.0556027924447973,0.477386444508375,0.00502592096149964,0.530035750037524,0.154256683012003
0.0556027924447973,0.477386444508375,0.00502592096149964,0.530035750037524,0.154256683012003
0.0480983846622382,0.477386444508375,0.00502592096149964,0.530035750037524,0.154256683012003
0.0481268982082769,0.448585425900433,0.00502592096149964,0.530035750037524,0.154256683012003
0.0481268982082769,0.451307702030507,0.00502592096149964,0.530035750037524,0.160095802199928
0.043586788097287,0.469411793513882,0.00502592096149964,0.536492819835017,0.160095802199928
0.0455037215778384,0.487655162911381,0.00502592096149964,0.560947804875476,0.160095802199928
0.0502240258386661,0.487655162911381,0.00502592096149964,0.560947804875476,0.160095802199928
0.0502240258386661,0.487655162911381,0.00502592096149964,0.560947804875476,0.160095802199928
0.0502240258386661,0.504409109921682,0.00502592096149964,0.544065634585522,0.205901625175839
0.0525080262605777,0.492132004769759,0.00502592096149964,0.544065634585522,0.205901625175839
0.0564535080424572,0.488628359314113,0.00502592096149964,0.526608259974809,0.205901625175839
0.0564535080424572,0.486778587526123,0.00137451408598218,0.494655987003594,0.205901625175839
0.0551251636586573,0.486778587526123,0.00137451408598218,0.494655987003594,0.205901625175839
0.0561291877554917,0.486778587526123,0.00137451408598218,0.469873625432875,0.205901625175839
0.0561291877554917,0.486778587526123,0.00137451408598218,0.469873625432875,0.26959179204788
0.0500788510726616,0.482466261311507,0.00137451408598218,0.469873625432875,0.26959179204788
0.0500788510726616,0.482466261311507,0.00137451408598218,0.469873625432875,0.293112412724813
0.0500788510726616,0.482466261311507,0.00137451408598218,0.469873625432875,0.293112412724813
0.0500788510726616,0.482466261311507,0.00137451408598218,0.502438663012982,0.293112412724813
0.0500788510726616,0.482466261311507,0.00137451408598218,0.502438663012982,0.279023979374794
0.0500788510726616,0.482466261311507,0.00137451408598218,0.502438663012982,0.288773778137669
0.0486294251043763,0.482466261311507,0.00137451408598218,0.502438663012982,0.288773778137669
0.0533061378782385,0.482466261311507,0.00137451408598218,0.502438663012982,0.288773778137669
0.0533061378782385,0.482466261311507,0.00525797734958632,0.502438663012982,0.292722208967611
0.0533061378782385,0.482466261311507,0.0111908997864284,0.502438663012982,0.292722208967611
0.0533061378782385,0.480572035114142,0.0111908997864284,0.502438663012982,0.315436986942948
0.0533061378782385,0.46363569284394,0.0111908997864284,0.502438663012982,0.315436986942948
0.0533061378782385,0.46363569284394,0.0111908997864284,0.515846666393877,0.273125817653281
0.0556553713986622,0.482845295404597,0.0111908997864284,0.515846666393877,0.273125817653281
0.0556553713986622,0.482845295404597,0.0111908997864284,0.524372357683111,0.273125817653281
0.0609757737602257,0.482845295404597,0.0175098547586846,0.519202290988209,0.273125817653281
0.0624473269827828,0.465664813754175,0.0175098547586846,0.526195156119847,0.273125817653281
0.0624473269827828,0.465664813754175,0.0175098547586846,0.468840520512425,0.273125817653281
0.0624473269827828,0.465664813754175,0.0175098547586846,0.468840520512425,0.273125817653281
0.0624473269827828,0.465664813754175,0.0175098547586846,0.468840520512425,0.273125817653281
0.0624413350590702,0.465664813754175,0.0175098547586846,0.468840520512425,0.315161530606116
0.0704561372408762,0.463494944954597,0.0175098547586846,0.486737150674426,0.315161530606116
0.0704561372408762,0.463494944954597,0.0166749029154326,0.486737150674426,0.315161530606116
0.0704561372408762,0.463494944954597,0.0166749029154326,0.39502558703125,0.315161530606116
0.0682237871672292,0.463494944954597,0.0166749029154326,0.412564349635299,0.315161530606116
0.069916976064143,0.463494944954597,0.0151569712918419,0.465913134358322,0.315161530606116
0.069916976064143,0.472050607954778,0.0151569712918419,0.465913134358322,0.358771515547573
0.069916976064143,0.472050607954778,0.0151569712918419,0.503890372789289,0.463869881708296
0.0755429190580983,0.490865046570734,0.00516243125323008,0.516707991872144,0.486802889879403
0.0853705921034359,0.490865046570734,0.00516243125323008,0.555139975187178,0.540529434112608
0.0830183601022214,0.490865046570734,0.00516243125323008,0.555139975187178,0.52338082057433
0.0961277296034501,0.508142235973079,0.00516243125323008,0.568387278053862,0.585896547285963
0.0923063231663381,0.518079633742961,0.00516243125323008,0.571397819608328,0.585896547285963
0.0903644848265701,0.505303516308066,0.00516243125323008,0.574610629565166,0.585896547285963
0.0935261072400542,0.510067133173775,0.00516243125323008,0.574610629565166,0.585896547285963
0.0881563661567876,0.532139326089923,0.00516243125323008,0.593544159019267,0.585896547285963
0.0959926626112892,0.532139326089923,0.00516243125323008,0.593544159019267,0.585896547285963
0.0906241860441572,0.532139326089923,0.00516243125323008,0.593544159019267,0.585896547285963
0.0885333681988737,0.532139326089923,0.00516243125323008,0.593544159019267,0.60408939303573
0.099289482753575,0.525600529632456,0.00516243125323008,0.590570591824079,0.628759591088747
0.103217921873532,0.541169172530712,0.00516243125323008,0.590570591824079,0.590447857422979
0.0956745928605039,0.541169172530712,0.00516243125323008,0.590570591824079,0.555390106428281
0.0952366912502817,0.541169172530712,0.00516243125323008,0.582455880049995,0.574898726498491
0.113960646158619,0.541169172530712,0.00516243125323008,0.593494278022305,0.574898726498491
0.108897279210365,0.541169172530712,0.00516243125323008,0.593494278022305,0.522808230229679
0.108897279210365,0.535390508040926,0.00516243125323008,0.593494278022305,0.522808230229679
0.108897279210365,0.533087867346493,0.00516243125323008,0.552082510311796,0.468874361901963
0.113080956096253,0.533087867346493,0.0144661779990435,0.539124953020483,0.468874361901963
0.115498187694488,0.533087867346493,0.0144661779990435,0.539124953020483,0.468874361901963
0.119828338077473,0.534751800068089,0.0170426696180768,0.539124953020483,0.482439105198754
0.120299454089389,0.534751800068089,0.0170426696180768,0.569282685560525,0.482439105198754
0.120299454089389,0.534751800068089,0.0170426696180768,0.569282685560525,0.503329581278308
0.117701149397812,0.546236981660856,0.0170426696180768,0.569282685560525,0.503329581278308
0.117701149397812,0.548916923858085,0.0137615142121729,0.581070202587643,0.503329581278308
0.117272868475979,0.548916923858085,0.0137615142121729,0.581070202587643,0.503329581278308
0.112262310284921,0.54077578672403,0.016199889963387,0.564417877766037,0.418288544735618
0.10295417434318,0.54077578672403,0.0169125679513698,0.564417877766037,0.429551992110267
0.112388339760291,0.54077578672403,0.0169125679513698,0.564417877766037,0.429551992110267
0.112388339760291,0.567416897012581,0.0196972542090881,0.564475002473425,0.511482721038358
0.112388339760291,0.567416897012581,0.0196972542090881,0.531047319903948,0.511482721038358
0.112388339760291,0.567416897012581,0.0196972542090881,0.55652416349986,0.511482721038358
0.112388339760291,0.567416897012581,0.0196972542090881,0.499080663629624,0.443182583480673
0.112388339760291,0.561163013656095,0.0196972542090881,0.485323557761341,0.467143647906783
0.119680326240525,0.561163013656095,0.0196972542090881,0.485323557761341,0.467143647906783
0.118301766264472,0.561163013656095,0.022553837554265,0.485323557761341,0.467143647906783
0.105700603103904,0.56029865296675,0.022553837554265,0.461229005622036,0.467143647906783
0.111062236605139,0.544679458242658,0.022553837554265,0.461229005622036,0.485299656080419
0.115465135073171,0.519589794077248,0.022553837554265,0.461229005622036,0.503547956329229
0.119577131892054,0.519589794077248,0.022553837554265,0.461229005622036,0.503547956329229
0.119577131892054,0.519589794077248,0.022553837554265,0.424865104713589,0.503547956329229
0.104996235490262,0.519589794077248,0.0217502025392215,0.424865104713589,0.503547956329229
0.106423751480403,0.50271899053688,0.0193841120315741,0.392325148622576,0.51727196560186
0.106423751480403,0.509285144417424,0.0193841120315741,0.390186065409634,0.51727196560186
0.108918605784265,0.53498928541029,0.0193841120315741,0.379264262515188,0.563044662333167
0.108918605784265,0.527311134617843,0.0193841120315741,0.379264262515188,0.563044662333167
0.109438261066426,0.527311134617843,0.0192356302926406,0.379264262515188,0.659331007896908
0.113528123457017,0.527311134617843,0.0192356302926406,0.379264262515188,0.584977668462088
0.115408142014494,0.527311134617843,0.0192356302926406,0.379264262515188,0.584977668462088
0.115408142014494,0.527311134617843,0.0192356302926406,0.379264262515188,0.540820811965861
0.115408142014494,0.527311134617843,0.0259600081559246,0.334049583121094,0.540820811965861
0.107829307653994,0.496867597083459,0.0264542616125776,0.334049583121094,0.560882783365149
0.106102142520532,0.476146882130159,0.0264542616125776,0.334049583121094,0.564001698474286
0.108430016307825,0.488501319123337,0.0378556570334311,0.334049583121094,0.560434268005199
0.108430016307825,0.488501319123337,0.0378556570334311,0.334049583121094,0.583880758969138
0.107304661129895,0.469448159372216,0.0378556570334311,0.334049583121094,0.583880758969138
0.118181395016111,0.469448159372216,0.0385888542671925,0.334049583121094,0.583880758969138
0.126727074400583,0.469448159372216,0.0523363503231994,0.334049583121094,0.583880758969138
0.114567193154557,0.469448159372216,0.0447417524522149,0.334049583121094,0.550600346313803
0.114567193154557,0.466154411987317,0.0447417524522149,0.334049583121094,0.550600346313803
0.114567193154557,0.466154411987317,0.0447417524522149,0.310967401647998,0.550600346313803
0.117196388631209,0.466154411987317,0.0447417524522149,0.310967401647998,0.471016117723984
0.109988725028063,0.466154411987317,0.0611243803726343,0.320204442684787,0.471016117723984
0.106729015963975,0.466154411987317,0.0592065005153965,0.320204442684787,0.471016117723984
0.102630964837021,0.441537766474628,0.0425500386883108,0.343338572747447,0.464678118201123
0.0981295378571832,0.441537766474628,0.0425500386883108,0.295171055658262,0.464678118201123
0.0938793169753312,0.441537766474628,0.0427220160009844,0.292527072066657,0.464678118201123
0.0921267433619103,0.449944745726548,0.0427220160009844,0.292527072066657,0.446274433639736
0.0921267433619103,0.449944745726548,0.0427220160009844,0.272882436824362,0.485028126661451
0.0921267433619103,0.449944745726548,0.0427220160009844,0.272882436824362,0.485028126661451
0.0921267433619103,0.449944745726548,0.0565799775121332,0.272882436824362,0.480028715315202
0.0921267433619103,0.449944745726548,0.0565799775121332,0.246261653771581,0.480028715315202
0.0848458251764331,0.449944745726548,0.0565799775121332,0.246261653771581,0.480028715315202
0.0848458251764331,0.44545062541014,0.0647782994411152,0.246261653771581,0.432319437820477
0.0972464226739761,0.475236496313902,0.0647782994411152,0.194653770611194,0.432319437820477
0.0972464226739761,0.475236496313902,0.0682872264388697,0.189971346676655,0.432319437820477
0.103224585545085,0.472859993603643,0.0818666604286025,0.189971346676655,0.432319437820477
0.105346763304647,0.472859993603643,0.0818666604286025,0.189971346676655,0.379216990241993
